Estacion;Fecha inicial;Fecha final;PM2.5
ZIPAQUIRÁ - EFZ;4/12/2023 21:00;4/12/2023 21:59;18,93
ZIPAQUIRÁ - EFZ;4/12/2023 20:00;4/12/2023 20:59;17,07
ZIPAQUIRÁ - EFZ;4/12/2023 19:00;4/12/2023 19:59;18,79
ZIPAQUIRÁ - EFZ;4/12/2023 18:00;4/12/2023 18:59;12,83
ZIPAQUIRÁ - EFZ;4/12/2023 17:00;4/12/2023 17:59;8,07
ZIPAQUIRÁ - EFZ;4/12/2023 16:00;4/12/2023 16:59;9,79
ZIPAQUIRÁ - EFZ;4/12/2023 15:00;4/12/2023 15:59;4,03
ZIPAQUIRÁ - EFZ;4/12/2023 14:00;4/12/2023 14:59;5,04
ZIPAQUIRÁ - EFZ;4/12/2023 13:00;4/12/2023 13:59;6,14
ZIPAQUIRÁ - EFZ;4/12/2023 12:00;4/12/2023 12:59;9,97
ZIPAQUIRÁ - EFZ;4/12/2023 11:00;4/12/2023 11:59;9,41
ZIPAQUIRÁ - EFZ;4/12/2023 10:00;4/12/2023 10:59;21,21
ZIPAQUIRÁ - EFZ;4/12/2023 9:00;4/12/2023 9:59;27,07
ZIPAQUIRÁ - EFZ;4/12/2023 8:00;4/12/2023 8:59;29,1
ZIPAQUIRÁ - EFZ;4/12/2023 7:00;4/12/2023 7:59;31,66
ZIPAQUIRÁ - EFZ;4/12/2023 6:00;4/12/2023 6:59;21,76
ZIPAQUIRÁ - EFZ;4/12/2023 5:00;4/12/2023 5:59;15,07
ZIPAQUIRÁ - EFZ;4/12/2023 4:00;4/12/2023 4:59;16,93
ZIPAQUIRÁ - EFZ;4/12/2023 3:00;4/12/2023 3:59;15
ZIPAQUIRÁ - EFZ;4/12/2023 2:00;4/12/2023 2:59;14,83
ZIPAQUIRÁ - EFZ;4/12/2023 1:00;4/12/2023 1:59;10,49
ZIPAQUIRÁ - EFZ;4/12/2023 0:00;4/12/2023 0:59;23,62
ZIPAQUIRÁ - EFZ;3/12/2023 23:00;3/12/2023 23:59;12,79
ZIPAQUIRÁ - EFZ;3/12/2023 22:00;3/12/2023 22:59;6,97
ZIPAQUIRÁ - EFZ;3/12/2023 21:00;3/12/2023 21:59;6,31
ZIPAQUIRÁ - EFZ;3/12/2023 20:00;3/12/2023 20:59;14,9
ZIPAQUIRÁ - EFZ;3/12/2023 19:00;3/12/2023 19:59;11,86
ZIPAQUIRÁ - EFZ;3/12/2023 18:00;3/12/2023 18:59;7,9
ZIPAQUIRÁ - EFZ;3/12/2023 17:00;3/12/2023 17:59;5
ZIPAQUIRÁ - EFZ;3/12/2023 16:00;3/12/2023 16:59;5,1
ZIPAQUIRÁ - EFZ;3/12/2023 15:00;3/12/2023 15:59;8
ZIPAQUIRÁ - EFZ;3/12/2023 14:00;3/12/2023 14:59;7,97
ZIPAQUIRÁ - EFZ;3/12/2023 13:00;3/12/2023 13:59;7,26
ZIPAQUIRÁ - EFZ;3/12/2023 12:00;3/12/2023 12:59;21,97
ZIPAQUIRÁ - EFZ;3/12/2023 11:00;3/12/2023 11:59;21,31
ZIPAQUIRÁ - EFZ;3/12/2023 10:00;3/12/2023 10:59;30,1
ZIPAQUIRÁ - EFZ;3/12/2023 9:00;3/12/2023 9:59;33,41
ZIPAQUIRÁ - EFZ;3/12/2023 8:00;3/12/2023 8:59;44,52
ZIPAQUIRÁ - EFZ;3/12/2023 7:00;3/12/2023 7:59;30,72
ZIPAQUIRÁ - EFZ;3/12/2023 6:00;3/12/2023 6:59;22,9
ZIPAQUIRÁ - EFZ;3/12/2023 5:00;3/12/2023 5:59;19,72
ZIPAQUIRÁ - EFZ;3/12/2023 4:00;3/12/2023 4:59;12,17
ZIPAQUIRÁ - EFZ;3/12/2023 3:00;3/12/2023 3:59;17,1
ZIPAQUIRÁ - EFZ;3/12/2023 2:00;3/12/2023 2:59;19,93
ZIPAQUIRÁ - EFZ;3/12/2023 1:00;3/12/2023 1:59;17,82
ZIPAQUIRÁ - EFZ;3/12/2023 0:00;3/12/2023 0:59;13
ZIPAQUIRÁ - EFZ;2/12/2023 23:00;2/12/2023 23:59;13,04
ZIPAQUIRÁ - EFZ;2/12/2023 22:00;2/12/2023 22:59;14,14
ZIPAQUIRÁ - EFZ;2/12/2023 21:00;2/12/2023 21:59;17,75
ZIPAQUIRÁ - EFZ;2/12/2023 20:00;2/12/2023 20:59;11,07
ZIPAQUIRÁ - EFZ;2/12/2023 19:00;2/12/2023 19:59;12,75
ZIPAQUIRÁ - EFZ;2/12/2023 18:00;2/12/2023 18:59;5,93
ZIPAQUIRÁ - EFZ;2/12/2023 17:00;2/12/2023 17:59;4,07
ZIPAQUIRÁ - EFZ;2/12/2023 16:00;2/12/2023 16:59;6,04
ZIPAQUIRÁ - EFZ;2/12/2023 15:00;2/12/2023 15:59;7,04
ZIPAQUIRÁ - EFZ;2/12/2023 14:00;2/12/2023 14:59;7,86
ZIPAQUIRÁ - EFZ;2/12/2023 13:00;2/12/2023 13:59;4,02
ZIPAQUIRÁ - EFZ;2/12/2023 12:00;2/12/2023 12:59;5,07
ZIPAQUIRÁ - EFZ;2/12/2023 11:00;2/12/2023 11:59;7,49
ZIPAQUIRÁ - EFZ;2/12/2023 10:00;2/12/2023 10:59;22,37
ZIPAQUIRÁ - EFZ;2/12/2023 9:00;2/12/2023 9:59;59,75
ZIPAQUIRÁ - EFZ;2/12/2023 8:00;2/12/2023 8:59;52,09
ZIPAQUIRÁ - EFZ;2/12/2023 7:00;2/12/2023 7:59;27,07
ZIPAQUIRÁ - EFZ;2/12/2023 6:00;2/12/2023 6:59;28,47
ZIPAQUIRÁ - EFZ;2/12/2023 5:00;2/12/2023 5:59;14,07
ZIPAQUIRÁ - EFZ;2/12/2023 4:00;2/12/2023 4:59;15,86
ZIPAQUIRÁ - EFZ;2/12/2023 3:00;2/12/2023 3:59;11,86
ZIPAQUIRÁ - EFZ;2/12/2023 2:00;2/12/2023 2:59;8,07
ZIPAQUIRÁ - EFZ;2/12/2023 1:00;2/12/2023 1:59;10,18
ZIPAQUIRÁ - EFZ;2/12/2023 0:00;2/12/2023 0:59;14,93
ZIPAQUIRÁ - EFZ;1/12/2023 23:00;1/12/2023 23:59;13
ZIPAQUIRÁ - EFZ;1/12/2023 22:00;1/12/2023 22:59;13,21
ZIPAQUIRÁ - EFZ;1/12/2023 21:00;1/12/2023 21:59;18,75
ZIPAQUIRÁ - EFZ;1/12/2023 20:00;1/12/2023 20:59;12
ZIPAQUIRÁ - EFZ;1/12/2023 19:00;1/12/2023 19:59;11,86
ZIPAQUIRÁ - EFZ;1/12/2023 18:00;1/12/2023 18:59;7,93
ZIPAQUIRÁ - EFZ;1/12/2023 17:00;1/12/2023 17:59;5,96
ZIPAQUIRÁ - EFZ;1/12/2023 16:00;1/12/2023 16:59;5,1
ZIPAQUIRÁ - EFZ;1/12/2023 15:00;1/12/2023 15:59;7,97
ZIPAQUIRÁ - EFZ;1/12/2023 14:00;1/12/2023 14:59;7,03
ZIPAQUIRÁ - EFZ;1/12/2023 13:00;1/12/2023 13:59;8,02
ZIPAQUIRÁ - EFZ;1/12/2023 12:00;1/12/2023 12:59;9,07
ZIPAQUIRÁ - EFZ;1/12/2023 11:00;1/12/2023 11:59;11,66
ZIPAQUIRÁ - EFZ;1/12/2023 10:00;1/12/2023 10:59;30,17
ZIPAQUIRÁ - EFZ;1/12/2023 9:00;1/12/2023 9:59;35,17
ZIPAQUIRÁ - EFZ;1/12/2023 8:00;1/12/2023 8:59;39,55
ZIPAQUIRÁ - EFZ;1/12/2023 7:00;1/12/2023 7:59;26,72
ZIPAQUIRÁ - EFZ;1/12/2023 6:00;1/12/2023 6:59;18,97
ZIPAQUIRÁ - EFZ;1/12/2023 5:00;1/12/2023 5:59;18,03
ZIPAQUIRÁ - EFZ;1/12/2023 4:00;1/12/2023 4:59;19
ZIPAQUIRÁ - EFZ;1/12/2023 3:00;1/12/2023 3:59;19,07
ZIPAQUIRÁ - EFZ;1/12/2023 2:00;1/12/2023 2:59;20,79
ZIPAQUIRÁ - EFZ;1/12/2023 1:00;1/12/2023 1:59;15,11
ZIPAQUIRÁ - EFZ;1/12/2023 0:00;1/12/2023 0:59;17,97
ZIPAQUIRA - URBANO;28/02/2024 22:59;28/02/2024 23:58;16,09
ZIPAQUIRA - URBANO;28/02/2024 21:59;28/02/2024 22:58;16,21
ZIPAQUIRA - URBANO;28/02/2024 20:59;28/02/2024 21:58;15,86
ZIPAQUIRA - URBANO;28/02/2024 19:59;28/02/2024 20:58;13,44
ZIPAQUIRA - URBANO;28/02/2024 18:59;28/02/2024 19:58;13,02
ZIPAQUIRA - URBANO;28/02/2024 17:59;28/02/2024 18:58;17,06
ZIPAQUIRA - URBANO;28/02/2024 16:59;28/02/2024 17:58;14,03
ZIPAQUIRA - URBANO;28/02/2024 15:59;28/02/2024 16:58;11,78
ZIPAQUIRA - URBANO;28/02/2024 13:59;28/02/2024 14:58;9,12
ZIPAQUIRA - URBANO;28/02/2024 12:59;28/02/2024 13:58;9,76
ZIPAQUIRA - URBANO;28/02/2024 11:59;28/02/2024 12:58;8,41
ZIPAQUIRA - URBANO;28/02/2024 10:59;28/02/2024 11:58;6,62
ZIPAQUIRA - URBANO;28/02/2024 9:59;28/02/2024 10:58;7,3
ZIPAQUIRA - URBANO;28/02/2024 8:59;28/02/2024 9:58;9,23
ZIPAQUIRA - URBANO;28/02/2024 7:59;28/02/2024 8:58;9,76
ZIPAQUIRA - URBANO;28/02/2024 6:59;28/02/2024 7:58;11,65
ZIPAQUIRA - URBANO;28/02/2024 5:59;28/02/2024 6:58;15,39
ZIPAQUIRA - URBANO;28/02/2024 4:59;28/02/2024 5:58;12,44
ZIPAQUIRA - URBANO;28/02/2024 3:59;28/02/2024 4:58;16,5
ZIPAQUIRA - URBANO;28/02/2024 2:59;28/02/2024 3:58;21,32
ZIPAQUIRA - URBANO;28/02/2024 1:59;28/02/2024 2:58;21
ZIPAQUIRA - URBANO;28/02/2024 0:59;28/02/2024 1:58;21,16
ZIPAQUIRA - URBANO;27/02/2024 23:59;28/02/2024 0:58;18,99
ZIPAQUIRA - URBANO;27/02/2024 22:59;27/02/2024 23:58;18,49
ZIPAQUIRA - URBANO;27/02/2024 21:59;27/02/2024 22:58;19,8
ZIPAQUIRA - URBANO;27/02/2024 20:59;27/02/2024 21:58;14,58
ZIPAQUIRA - URBANO;27/02/2024 19:59;27/02/2024 20:58;13,25
ZIPAQUIRA - URBANO;27/02/2024 18:59;27/02/2024 19:58;13,64
ZIPAQUIRA - URBANO;27/02/2024 17:59;27/02/2024 18:58;15,46
ZIPAQUIRA - URBANO;27/02/2024 16:59;27/02/2024 17:58;16,75
ZIPAQUIRA - URBANO;27/02/2024 15:59;27/02/2024 16:58;12,05
ZIPAQUIRA - URBANO;27/02/2024 14:59;27/02/2024 15:58;15,05
ZIPAQUIRA - URBANO;27/02/2024 13:59;27/02/2024 14:58;11,72
ZIPAQUIRA - URBANO;27/02/2024 12:59;27/02/2024 13:58;11,31
ZIPAQUIRA - URBANO;27/02/2024 11:59;27/02/2024 12:58;12,1
ZIPAQUIRA - URBANO;27/02/2024 10:59;27/02/2024 11:58;12,58
ZIPAQUIRA - URBANO;27/02/2024 9:59;27/02/2024 10:58;14,17
ZIPAQUIRA - URBANO;27/02/2024 8:59;27/02/2024 9:58;16,73
ZIPAQUIRA - URBANO;27/02/2024 7:59;27/02/2024 8:58;18,14
ZIPAQUIRA - URBANO;27/02/2024 6:59;27/02/2024 7:58;21,99
ZIPAQUIRA - URBANO;27/02/2024 5:59;27/02/2024 6:58;17,05
ZIPAQUIRA - URBANO;27/02/2024 4:59;27/02/2024 5:58;14,92
ZIPAQUIRA - URBANO;27/02/2024 3:59;27/02/2024 4:58;15,64
ZIPAQUIRA - URBANO;27/02/2024 2:59;27/02/2024 3:58;13,65
ZIPAQUIRA - URBANO;27/02/2024 1:59;27/02/2024 2:58;14,62
ZIPAQUIRA - URBANO;27/02/2024 0:59;27/02/2024 1:58;17,22
ZIPAQUIRA - URBANO;26/02/2024 23:59;27/02/2024 0:58;17,94
ZIPAQUIRA - URBANO;26/02/2024 22:59;26/02/2024 23:58;17,71
ZIPAQUIRA - URBANO;26/02/2024 21:59;26/02/2024 22:58;16,35
ZIPAQUIRA - URBANO;26/02/2024 20:59;26/02/2024 21:58;14,43
ZIPAQUIRA - URBANO;26/02/2024 19:59;26/02/2024 20:58;13,36
ZIPAQUIRA - URBANO;26/02/2024 18:59;26/02/2024 19:58;12,56
ZIPAQUIRA - URBANO;26/02/2024 17:59;26/02/2024 18:58;10,18
ZIPAQUIRA - URBANO;26/02/2024 16:59;26/02/2024 17:58;8,77
ZIPAQUIRA - URBANO;26/02/2024 15:59;26/02/2024 16:58;9,03
ZIPAQUIRA - URBANO;26/02/2024 14:59;26/02/2024 15:58;9,04
ZIPAQUIRA - URBANO;26/02/2024 13:59;26/02/2024 14:58;9,52
ZIPAQUIRA - URBANO;26/02/2024 12:59;26/02/2024 13:58;9,21
ZIPAQUIRA - URBANO;26/02/2024 11:59;26/02/2024 12:58;9,45
ZIPAQUIRA - URBANO;26/02/2024 10:59;26/02/2024 11:58;9,5
ZIPAQUIRA - URBANO;26/02/2024 9:59;26/02/2024 10:58;12,14
ZIPAQUIRA - URBANO;26/02/2024 8:59;26/02/2024 9:58;15,57
ZIPAQUIRA - URBANO;26/02/2024 7:59;26/02/2024 8:58;24,68
ZIPAQUIRA - URBANO;26/02/2024 6:59;26/02/2024 7:58;21,61
ZIPAQUIRA - URBANO;26/02/2024 5:59;26/02/2024 6:58;21,22
ZIPAQUIRA - URBANO;26/02/2024 4:59;26/02/2024 5:58;16,87
ZIPAQUIRA - URBANO;26/02/2024 3:59;26/02/2024 4:58;16,09
ZIPAQUIRA - URBANO;26/02/2024 2:59;26/02/2024 3:58;13,26
ZIPAQUIRA - URBANO;26/02/2024 1:59;26/02/2024 2:58;12,19
ZIPAQUIRA - URBANO;26/02/2024 0:59;26/02/2024 1:58;11,18
ZIPAQUIRA - URBANO;25/02/2024 23:59;26/02/2024 0:58;12,77
ZIPAQUIRA - URBANO;25/02/2024 22:59;25/02/2024 23:58;13,78
ZIPAQUIRA - URBANO;25/02/2024 21:59;25/02/2024 22:58;14,47
ZIPAQUIRA - URBANO;25/02/2024 20:59;25/02/2024 21:58;11,31
ZIPAQUIRA - URBANO;25/02/2024 19:59;25/02/2024 20:58;11,49
ZIPAQUIRA - URBANO;25/02/2024 18:59;25/02/2024 19:58;9,34
ZIPAQUIRA - URBANO;25/02/2024 17:59;25/02/2024 18:58;9,97
ZIPAQUIRA - URBANO;25/02/2024 16:59;25/02/2024 17:58;9,74
ZIPAQUIRA - URBANO;25/02/2024 15:59;25/02/2024 16:58;9,37
ZIPAQUIRA - URBANO;25/02/2024 14:59;25/02/2024 15:58;8,47
ZIPAQUIRA - URBANO;25/02/2024 13:59;25/02/2024 14:58;7,87
ZIPAQUIRA - URBANO;25/02/2024 12:59;25/02/2024 13:58;7,54
ZIPAQUIRA - URBANO;25/02/2024 11:59;25/02/2024 12:58;6,66
ZIPAQUIRA - URBANO;25/02/2024 10:59;25/02/2024 11:58;6,34
ZIPAQUIRA - URBANO;25/02/2024 9:59;25/02/2024 10:58;10,02
ZIPAQUIRA - URBANO;25/02/2024 8:59;25/02/2024 9:58;18
ZIPAQUIRA - URBANO;25/02/2024 7:59;25/02/2024 8:58;27,37
ZIPAQUIRA - URBANO;25/02/2024 6:59;25/02/2024 7:58;26,83
ZIPAQUIRA - URBANO;25/02/2024 5:59;25/02/2024 6:58;21,89
ZIPAQUIRA - URBANO;25/02/2024 4:59;25/02/2024 5:58;21,08
ZIPAQUIRA - URBANO;25/02/2024 3:59;25/02/2024 4:58;23,47
ZIPAQUIRA - URBANO;25/02/2024 2:59;25/02/2024 3:58;19,72
ZIPAQUIRA - URBANO;25/02/2024 1:59;25/02/2024 2:58;13,68
ZIPAQUIRA - URBANO;25/02/2024 0:59;25/02/2024 1:58;11,43
ZIPAQUIRA - URBANO;24/02/2024 23:59;25/02/2024 0:58;12,02
ZIPAQUIRA - URBANO;24/02/2024 22:59;24/02/2024 23:58;11,83
ZIPAQUIRA - URBANO;24/02/2024 21:59;24/02/2024 22:58;12,7
ZIPAQUIRA - URBANO;24/02/2024 20:59;24/02/2024 21:58;11,64
ZIPAQUIRA - URBANO;24/02/2024 19:59;24/02/2024 20:58;14,35
ZIPAQUIRA - URBANO;24/02/2024 18:59;24/02/2024 19:58;10,96
ZIPAQUIRA - URBANO;24/02/2024 17:59;24/02/2024 18:58;9,98
ZIPAQUIRA - URBANO;24/02/2024 16:59;24/02/2024 17:58;9,02
ZIPAQUIRA - URBANO;24/02/2024 15:59;24/02/2024 16:58;10,36
ZIPAQUIRA - URBANO;24/02/2024 14:59;24/02/2024 15:58;9,95
ZIPAQUIRA - URBANO;24/02/2024 13:59;24/02/2024 14:58;8,84
ZIPAQUIRA - URBANO;24/02/2024 12:59;24/02/2024 13:58;6,84
ZIPAQUIRA - URBANO;24/02/2024 11:59;24/02/2024 12:58;8,7
ZIPAQUIRA - URBANO;24/02/2024 10:59;24/02/2024 11:58;9,6
ZIPAQUIRA - URBANO;24/02/2024 9:59;24/02/2024 10:58;10,69
ZIPAQUIRA - URBANO;24/02/2024 8:59;24/02/2024 9:58;15,71
ZIPAQUIRA - URBANO;24/02/2024 7:59;24/02/2024 8:58;19,72
ZIPAQUIRA - URBANO;24/02/2024 6:59;24/02/2024 7:58;20,28
ZIPAQUIRA - URBANO;24/02/2024 5:59;24/02/2024 6:58;16,59
ZIPAQUIRA - URBANO;24/02/2024 4:59;24/02/2024 5:58;14
ZIPAQUIRA - URBANO;24/02/2024 3:59;24/02/2024 4:58;13,07
ZIPAQUIRA - URBANO;24/02/2024 2:59;24/02/2024 3:58;13,09
ZIPAQUIRA - URBANO;24/02/2024 1:59;24/02/2024 2:58;13,97
ZIPAQUIRA - URBANO;24/02/2024 0:59;24/02/2024 1:58;13,76
ZIPAQUIRA - URBANO;23/02/2024 23:59;24/02/2024 0:58;14,2
ZIPAQUIRA - URBANO;23/02/2024 22:59;23/02/2024 23:58;9,95
ZIPAQUIRA - URBANO;23/02/2024 21:59;23/02/2024 22:58;10,16
ZIPAQUIRA - URBANO;23/02/2024 20:59;23/02/2024 21:58;8,57
ZIPAQUIRA - URBANO;23/02/2024 19:59;23/02/2024 20:58;9,77
ZIPAQUIRA - URBANO;23/02/2024 18:59;23/02/2024 19:58;9,48
ZIPAQUIRA - URBANO;23/02/2024 17:59;23/02/2024 18:58;7,27
ZIPAQUIRA - URBANO;23/02/2024 16:59;23/02/2024 17:58;6,44
ZIPAQUIRA - URBANO;23/02/2024 15:59;23/02/2024 16:58;5,7
ZIPAQUIRA - URBANO;23/02/2024 14:59;23/02/2024 15:58;5,6
ZIPAQUIRA - URBANO;23/02/2024 13:59;23/02/2024 14:58;5,71
ZIPAQUIRA - URBANO;23/02/2024 12:59;23/02/2024 13:58;4,44
ZIPAQUIRA - URBANO;23/02/2024 11:59;23/02/2024 12:58;3,88
ZIPAQUIRA - URBANO;23/02/2024 10:59;23/02/2024 11:58;4,31
ZIPAQUIRA - URBANO;23/02/2024 9:59;23/02/2024 10:58;6,58
ZIPAQUIRA - URBANO;23/02/2024 8:59;23/02/2024 9:58;11,19
ZIPAQUIRA - URBANO;23/02/2024 7:59;23/02/2024 8:58;18,18
ZIPAQUIRA - URBANO;23/02/2024 6:59;23/02/2024 7:58;20,55
ZIPAQUIRA - URBANO;23/02/2024 5:59;23/02/2024 6:58;10,55
ZIPAQUIRA - URBANO;23/02/2024 4:59;23/02/2024 5:58;6,8
ZIPAQUIRA - URBANO;23/02/2024 3:59;23/02/2024 4:58;4,62
ZIPAQUIRA - URBANO;23/02/2024 2:59;23/02/2024 3:58;4,19
ZIPAQUIRA - URBANO;23/02/2024 1:59;23/02/2024 2:58;4,03
ZIPAQUIRA - URBANO;23/02/2024 0:59;23/02/2024 1:58;4,04
ZIPAQUIRA - URBANO;22/02/2024 23:59;23/02/2024 0:58;4,02
ZIPAQUIRA - URBANO;22/02/2024 22:59;22/02/2024 23:58;3,94
ZIPAQUIRA - URBANO;22/02/2024 21:59;22/02/2024 22:58;3,69
ZIPAQUIRA - URBANO;22/02/2024 20:59;22/02/2024 21:58;3,48
ZIPAQUIRA - URBANO;22/02/2024 19:59;22/02/2024 20:58;4,38
ZIPAQUIRA - URBANO;22/02/2024 18:59;22/02/2024 19:58;4,12
ZIPAQUIRA - URBANO;22/02/2024 17:59;22/02/2024 18:58;2,2
ZIPAQUIRA - URBANO;22/02/2024 16:59;22/02/2024 17:58;2,47
ZIPAQUIRA - URBANO;22/02/2024 15:59;22/02/2024 16:58;2,27
ZIPAQUIRA - URBANO;22/02/2024 14:59;22/02/2024 15:58;2,27
ZIPAQUIRA - URBANO;22/02/2024 13:59;22/02/2024 14:58;1,78
ZIPAQUIRA - URBANO;22/02/2024 12:59;22/02/2024 13:58;1,63
ZIPAQUIRA - URBANO;22/02/2024 11:59;22/02/2024 12:58;1,47
ZIPAQUIRA - URBANO;22/02/2024 10:59;22/02/2024 11:58;1,34
ZIPAQUIRA - URBANO;22/02/2024 9:59;22/02/2024 10:58;7,61
ZIPAQUIRA - URBANO;22/02/2024 8:59;22/02/2024 9:58;19,98
ZIPAQUIRA - URBANO;22/02/2024 7:59;22/02/2024 8:58;26,2
ZIPAQUIRA - URBANO;22/02/2024 6:59;22/02/2024 7:58;29,13
ZIPAQUIRA - URBANO;22/02/2024 5:59;22/02/2024 6:58;25,36
ZIPAQUIRA - URBANO;22/02/2024 4:59;22/02/2024 5:58;15,82
ZIPAQUIRA - URBANO;22/02/2024 3:59;22/02/2024 4:58;11,41
ZIPAQUIRA - URBANO;22/02/2024 2:59;22/02/2024 3:58;12,79
ZIPAQUIRA - URBANO;22/02/2024 1:59;22/02/2024 2:58;14,61
ZIPAQUIRA - URBANO;22/02/2024 0:59;22/02/2024 1:58;9,01
ZIPAQUIRA - URBANO;21/02/2024 23:59;22/02/2024 0:58;8,6
ZIPAQUIRA - URBANO;21/02/2024 22:59;21/02/2024 23:58;12,23
ZIPAQUIRA - URBANO;21/02/2024 21:59;21/02/2024 22:58;7,93
ZIPAQUIRA - URBANO;21/02/2024 20:59;21/02/2024 21:58;6,03
ZIPAQUIRA - URBANO;21/02/2024 19:59;21/02/2024 20:58;6,74
ZIPAQUIRA - URBANO;21/02/2024 18:59;21/02/2024 19:58;7,48
ZIPAQUIRA - URBANO;21/02/2024 17:59;21/02/2024 18:58;6,2
ZIPAQUIRA - URBANO;21/02/2024 16:59;21/02/2024 17:58;5,29
ZIPAQUIRA - URBANO;21/02/2024 15:59;21/02/2024 16:58;5,14
ZIPAQUIRA - URBANO;21/02/2024 14:59;21/02/2024 15:58;4,93
ZIPAQUIRA - URBANO;21/02/2024 13:59;21/02/2024 14:58;5,16
ZIPAQUIRA - URBANO;21/02/2024 12:59;21/02/2024 13:58;4,64
ZIPAQUIRA - URBANO;21/02/2024 11:59;21/02/2024 12:58;4,53
ZIPAQUIRA - URBANO;21/02/2024 10:59;21/02/2024 11:58;3,83
ZIPAQUIRA - URBANO;21/02/2024 9:59;21/02/2024 10:58;9,98
ZIPAQUIRA - URBANO;21/02/2024 8:59;21/02/2024 9:58;21,3
ZIPAQUIRA - URBANO;21/02/2024 7:59;21/02/2024 8:58;22,37
ZIPAQUIRA - URBANO;21/02/2024 6:59;21/02/2024 7:58;26,77
ZIPAQUIRA - URBANO;21/02/2024 5:59;21/02/2024 6:58;22,88
ZIPAQUIRA - URBANO;21/02/2024 4:59;21/02/2024 5:58;14,78
ZIPAQUIRA - URBANO;21/02/2024 3:59;21/02/2024 4:58;7,86
ZIPAQUIRA - URBANO;21/02/2024 2:59;21/02/2024 3:58;7,59
ZIPAQUIRA - URBANO;21/02/2024 1:59;21/02/2024 2:58;7,18
ZIPAQUIRA - URBANO;21/02/2024 0:59;21/02/2024 1:58;7,24
ZIPAQUIRA - URBANO;20/02/2024 23:59;21/02/2024 0:58;7
ZIPAQUIRA - URBANO;20/02/2024 22:59;20/02/2024 23:58;4,13
ZIPAQUIRA - URBANO;20/02/2024 21:59;20/02/2024 22:58;4,52
ZIPAQUIRA - URBANO;20/02/2024 20:59;20/02/2024 21:58;5,12
ZIPAQUIRA - URBANO;20/02/2024 19:59;20/02/2024 20:58;4,68
ZIPAQUIRA - URBANO;20/02/2024 18:59;20/02/2024 19:58;4,62
ZIPAQUIRA - URBANO;20/02/2024 17:59;20/02/2024 18:58;4,46
ZIPAQUIRA - URBANO;20/02/2024 16:59;20/02/2024 17:58;3,37
ZIPAQUIRA - URBANO;20/02/2024 15:59;20/02/2024 16:58;4,06
ZIPAQUIRA - URBANO;20/02/2024 14:59;20/02/2024 15:58;4,43
ZIPAQUIRA - URBANO;20/02/2024 13:59;20/02/2024 14:58;5,85
ZIPAQUIRA - URBANO;20/02/2024 12:59;20/02/2024 13:58;6,08
ZIPAQUIRA - URBANO;20/02/2024 11:59;20/02/2024 12:58;6,68
ZIPAQUIRA - URBANO;20/02/2024 10:59;20/02/2024 11:58;11,27
ZIPAQUIRA - URBANO;20/02/2024 9:59;20/02/2024 10:58;14,19
ZIPAQUIRA - URBANO;20/02/2024 8:59;20/02/2024 9:58;14,59
ZIPAQUIRA - URBANO;20/02/2024 7:59;20/02/2024 8:58;22,59
ZIPAQUIRA - URBANO;20/02/2024 6:59;20/02/2024 7:58;26,93
ZIPAQUIRA - URBANO;20/02/2024 5:59;20/02/2024 6:58;18,34
ZIPAQUIRA - URBANO;20/02/2024 4:59;20/02/2024 5:58;15,09
ZIPAQUIRA - URBANO;20/02/2024 3:59;20/02/2024 4:58;10,42
ZIPAQUIRA - URBANO;20/02/2024 2:59;20/02/2024 3:58;9,58
ZIPAQUIRA - URBANO;20/02/2024 1:59;20/02/2024 2:58;8,52
ZIPAQUIRA - URBANO;20/02/2024 0:59;20/02/2024 1:58;7,75
ZIPAQUIRA - URBANO;19/02/2024 23:59;20/02/2024 0:58;9,2
ZIPAQUIRA - URBANO;19/02/2024 22:59;19/02/2024 23:58;6,79
ZIPAQUIRA - URBANO;19/02/2024 21:59;19/02/2024 22:58;6,18
ZIPAQUIRA - URBANO;19/02/2024 20:59;19/02/2024 21:58;6,01
ZIPAQUIRA - URBANO;19/02/2024 19:59;19/02/2024 20:58;6,95
ZIPAQUIRA - URBANO;19/02/2024 18:59;19/02/2024 19:58;6,43
ZIPAQUIRA - URBANO;19/02/2024 17:59;19/02/2024 18:58;6,18
ZIPAQUIRA - URBANO;19/02/2024 15:59;19/02/2024 16:58;6,32
ZIPAQUIRA - URBANO;19/02/2024 14:59;19/02/2024 15:58;5,99
ZIPAQUIRA - URBANO;19/02/2024 13:59;19/02/2024 14:58;6,3
ZIPAQUIRA - URBANO;19/02/2024 12:59;19/02/2024 13:58;6,44
ZIPAQUIRA - URBANO;19/02/2024 11:59;19/02/2024 12:58;7,23
ZIPAQUIRA - URBANO;19/02/2024 10:59;19/02/2024 11:58;8,39
ZIPAQUIRA - URBANO;19/02/2024 9:59;19/02/2024 10:58;9,92
ZIPAQUIRA - URBANO;19/02/2024 8:59;19/02/2024 9:58;17,12
ZIPAQUIRA - URBANO;19/02/2024 7:59;19/02/2024 8:58;27,82
ZIPAQUIRA - URBANO;19/02/2024 6:59;19/02/2024 7:58;28,32
ZIPAQUIRA - URBANO;19/02/2024 5:59;19/02/2024 6:58;19,78
ZIPAQUIRA - URBANO;19/02/2024 4:59;19/02/2024 5:58;17,28
ZIPAQUIRA - URBANO;19/02/2024 3:59;19/02/2024 4:58;11,28
